rollout/ep_len_mean,time/episodes,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/success_rate,train/n_updates,train/actor_loss,train/learning_rate,train/critic_loss,train/ent_coef_loss,train/ent_coef
96.04,2180,211200,297,-19.91621116,710,0.04,12574,-5.7523674964904785,0.001,0.011749709025025368,-8.566524505615234,0.0005224765045568347
96.04,2184,211264,297,-20.76767086,710,0.04,12578,-5.803391456604004,0.001,0.027846790850162506,-9.880149841308594,0.0005205969209782779
96.04,2188,211392,297,-20.9772557,710,0.04,12586,-5.783211708068848,0.001,0.005101659335196018,-4.717992305755615,0.0005162894958630204
97.03,2192,211984,298,-21.338167210000005,710,0.03,12623,-5.780695915222168,0.001,0.14783525466918945,2.5664258003234863,0.000504489871673286
97.03,2196,212800,299,-21.407160340000004,710,0.03,12674,-5.771910667419434,0.001,0.06675055623054504,-2.7044074535369873,0.0004954824107699096
97.03,2200,212864,299,-21.466000770000004,710,0.03,12678,-5.716100692749023,0.001,0.01820904016494751,3.177157402038574,0.0004944434622302651
97.03,2204,212992,299,-21.408007959999996,710,0.03,12686,-5.7050251960754395,0.001,0.004472815431654453,-5.384300708770752,0.0004920853534713387
97.03,2208,213584,300,-21.043748339999997,710,0.03,12723,-5.693596363067627,0.001,0.007729475852102041,1.0096993446350098,0.0004836596781387925
98.02,2212,214400,301,-20.946021369999997,710,0.02,12774,-5.739278793334961,0.001,0.009497474879026413,-2.027456760406494,0.0004849138204008341
98.02,2216,214464,301,-21.13594239,710,0.02,12778,-5.743122100830078,0.001,0.008539346978068352,1.2141879796981812,0.0004848093376494944
98.02,2220,214592,302,-21.28550929,710,0.02,12786,-5.752438545227051,0.001,0.0021454191301018,-0.5124809741973877,0.0004850042751058936
98.02,2224,215184,303,-21.140869970000004,710,0.02,12823,-5.710174083709717,0.001,0.13676777482032776,-10.24283504486084,0.00048595014959573746
98.02,2228,216000,304,-21.05382273,710,0.02,12874,-5.709150314331055,0.001,0.019599396735429764,-0.715613842010498,0.00046846820623613894
98.02,2232,216064,304,-20.851600859999994,710,0.02,12878,-5.7276105880737305,0.001,0.032259948551654816,1.888358235359192,0.00046836951514706016
98.02,2236,216192,304,-20.701772599999998,710,0.02,12886,-5.701329231262207,0.001,0.006030181888490915,-3.8006014823913574,0.0004679136909544468
98.02,2240,216784,305,-20.50236906,710,0.02,12923,-5.671036720275879,0.001,0.11891621351242065,-7.815697193145752,0.0004680863639805466
98.02,2244,217600,306,-20.42454847,710,0.02,12974,-5.669455528259277,0.001,0.01651008427143097,-6.818820476531982,0.00045760851935483515
98.02,2248,217664,306,-20.15321904,709,0.02,12978,-5.682273864746094,0.001,0.0064071426168084145,-4.349169731140137,0.00045722725917585194
98.02,2252,217792,306,-20.45581739,710,0.02,12986,-5.605915546417236,0.001,0.003501270664855838,-10.67562198638916,0.0004541580274235457
98.02,2256,218384,307,-20.54687496,710,0.02,13023,-5.679792404174805,0.001,0.0016409301897510886,-9.858782768249512,0.00043050802196376026
98.02,2260,219200,308,-20.442937779999998,709,0.02,13074,-5.655049800872803,0.001,0.0025077546015381813,2.5978384017944336,0.00041356016299687326
98.02,2264,219264,308,-20.431141849999996,709,0.02,13078,-5.608654975891113,0.001,0.0043657803907990456,-3.770447015762329,0.0004129163862671703
98.02,2268,219328,308,-20.50572349,709,0.02,13082,-5.6283159255981445,0.001,0.12019262462854385,-5.237478256225586,0.0004122911486774683
98.02,2272,219744,309,-20.632831420000002,709,0.02,13108,-5.671509265899658,0.001,0.005657141096889973,-0.7541048526763916,0.0004128512227907777
98.02,2276,220496,310,-20.63795428,709,0.02,13155,-5.634716033935547,0.001,0.003940046764910221,-11.183944702148438,0.000395293056499213
99.01,2280,220864,311,-20.4614536,709,0.01,13178,-5.6400604248046875,0.001,0.0022555580362677574,-0.7105364799499512,0.0003849877684842795
99.01,2284,220928,311,-19.72887882,709,0.01,13182,-5.506989002227783,0.001,0.12840330600738525,6.698418140411377,0.0003845219616778195
99.01,2288,221344,312,-19.472930610000002,709,0.01,13208,-5.586698055267334,0.001,0.0030695449095219374,3.4043076038360596,0.0003896160051226616
99.01,2292,222096,313,-19.31691648,709,0.01,13255,-5.576910495758057,0.001,0.003984901122748852,-6.683402061462402,0.00038200925337150693
97.1,2296,222432,313,-18.77112543,709,0.03,13276,-5.510514736175537,0.001,0.12082169950008392,-6.814540863037109,0.0003720864770002663
97.1,2300,222480,313,-18.59110192,709,0.03,13279,-5.583410739898682,0.001,0.004264002200216055,-6.9919657707214355,0.00037066201912239194
97.1,2304,222720,314,-18.69976508,709,0.03,13294,-5.530681610107422,0.001,0.00207363348454237,7.54986047744751,0.00036773717147298157
97.1,2308,223312,314,-18.478678799999997,709,0.03,13331,-5.503060817718506,0.001,0.002940099686384201,-1.1392230987548828,0.00037877989234402776
96.11,2312,224000,315,-18.548029409999998,709,0.04,13374,-5.4550700187683105,0.001,0.0028584985993802547,5.819047927856445,0.00038358671008609235
96.11,2316,224064,315,-18.52386524,709,0.04,13378,-5.512597560882568,0.001,0.005206751171499491,2.126258611679077,0.0003840834542643279
96.11,2320,224192,316,-18.35237927,709,0.04,13386,-5.539947986602783,0.001,0.004191810730844736,0.08866357803344727,0.00038464556564576924
96.11,2324,224784,317,-18.1657316,709,0.04,13423,-5.500886917114258,0.001,0.003147832117974758,2.2954115867614746,0.0003935798304155469
95.12,2328,225360,317,-17.81471485,709,0.05,13459,-5.5227952003479,0.001,0.014804217964410782,4.458624839782715,0.0004001765919383615
95.12,2332,225664,318,-17.67458401,708,0.05,13478,-5.445833683013916,0.001,0.13119767606258392,12.601947784423828,0.00041024552774615586
95.12,2336,225728,318,-17.63668495,708,0.05,13482,-5.554800987243652,0.001,0.005859976168721914,8.640785217285156,0.00041344575583934784
95.12,2340,226144,319,-17.774739519999997,708,0.05,13508,-5.434572219848633,0.001,0.004068045876920223,-2.412863254547119,0.00042009420576505363
94.13,2344,226944,320,-17.52689457,708,0.06,13558,-5.461174964904785,0.001,0.0021110731177031994,-1.2162327766418457,0.00040979543700814247
94.13,2348,227264,320,-17.36875434,708,0.06,13578,-5.488690376281738,0.001,0.007279427722096443,-2.8351705074310303,0.0004063313826918602
94.13,2352,227296,320,-17.355953279999998,708,0.06,13580,-5.4687347412109375,0.001,0.005193291697651148,-3.9213106632232666,0.00040599668864160776
94.13,2356,227744,321,-17.238609220000004,708,0.06,13608,-5.37516450881958,0.001,0.00799410417675972,-6.0959696769714355,0.0003986708470620215
94.13,2360,228544,322,-17.14602086,708,0.06,13658,-5.435691833496094,0.001,0.0020934445783495903,0.17565667629241943,0.0003854804381262511
95.12,2364,228864,323,-17.31079983,708,0.05,13678,-5.403074741363525,0.001,0.0038029691204428673,4.568919658660889,0.00039008556632325053
95.12,2368,228896,323,-17.10837382,708,0.05,13680,-5.483004570007324,0.001,0.0034249599557369947,1.617799997329712,0.0003903804754372686
95.12,2372,229344,323,-17.157644790000003,708,0.05,13708,-5.398991584777832,0.001,0.10716487467288971,1.2010278701782227,0.00038718964788131416
95.12,2376,230144,325,-17.07615968,707,0.05,13758,-5.392200469970703,0.001,0.0017911817412823439,-4.652498245239258,0.00037525201332755387
95.12,2380,230464,325,-17.163151690000003,707,0.05,13778,-5.360289573669434,0.001,0.011201135814189911,3.1996846199035645,0.0003719317901413888
95.12,2384,230496,325,-17.239599440000003,707,0.05,13780,-5.4623565673828125,0.001,0.005219400394707918,4.296792984008789,0.00037209218135103583
94.13,2388,230736,326,-17.10498081,707,0.06,13795,-5.4249773025512695,0.001,0.0051880283281207085,13.681882858276367,0.00037673398037441075
94.13,2392,231312,327,-17.168932089999995,707,0.06,13831,-5.389919757843018,0.001,0.005345625802874565,0.5373325347900391,0.00040528702083975077
95.05,2396,232000,328,-17.42859365,707,0.05,13874,-5.382180690765381,0.001,0.0019122966332361102,-1.7603328227996826,0.00041921454248949885
95.05,2400,232064,328,-17.622438329999998,707,0.05,13878,-5.371735095977783,0.001,0.004541775211691856,-1.114217758178711,0.0004194356733933091
95.05,2404,232192,328,-17.55936103,706,0.05,13886,-5.373774528503418,0.001,0.0051001617684960365,-6.182814598083496,0.00041919134673662484
94.06,2408,232576,328,-17.25450534,706,0.06,13910,-5.300271987915039,0.001,0.02818988636136055,-1.7420670986175537,0.0004166642320342362
95.05,2412,233360,330,-17.28341763,706,0.05,13959,-5.217817783355713,0.001,0.12208665907382965,-11.553712844848633,0.0004075044998899102
95.05,2416,233664,330,-17.27844152,706,0.05,13978,-5.354626655578613,0.001,0.0030083232559263706,-2.711958408355713,0.0003977345477323979
95.05,2420,233728,330,-17.305843380000002,706,0.05,13982,-5.299196243286133,0.001,0.009369908832013607,-1.7390861511230469,0.00039612178807146847
95.05,2424,234176,331,-17.47228192,706,0.05,14010,-5.365385055541992,0.001,0.0013980455696582794,-9.147784233093262,0.0003870702057611197
96.04,2428,234960,332,-17.676971849999997,706,0.04,14059,-5.306952476501465,0.001,0.0028565414249897003,-8.928590774536133,0.0003695838386192918
96.04,2432,235264,333,-18.016162889999997,706,0.04,14078,-5.321700096130371,0.001,0.0016536653274670243,-5.867717742919922,0.00036338099744170904
95.05,2436,235296,333,-18.01269748,706,0.05,14080,-5.286076545715332,0.001,0.0031990858260542154,-0.2977597713470459,0.00036289996933192015
95.05,2440,235744,333,-17.80470966,706,0.05,14108,-5.348949432373047,0.001,0.0035233651287853718,1.2025178670883179,0.0003607283579185605
96.04,2444,236560,335,-17.913445279999998,706,0.04,14159,-5.255846977233887,0.001,0.0015423713484779,9.959171295166016,0.0003713078622240573
96.04,2448,236864,335,-17.95106332,706,0.04,14178,-5.208968639373779,0.001,0.006839359179139137,-5.964594841003418,0.000377723656129092
96.04,2452,236896,335,-18.034857220000003,706,0.04,14180,-5.318865776062012,0.001,0.004966451320797205,-5.137700080871582,0.00037765936576761305
95.05,2456,237152,335,-18.00397014,706,0.05,14196,-5.312244415283203,0.001,0.0031069060787558556,-3.941708564758301,0.00037620673538185656
95.05,2460,237712,336,-18.21546574,705,0.05,14231,-5.221555709838867,0.001,0.002737168688327074,-11.317916870117188,0.00037452104152180254
94.06,2464,238400,337,-18.07913039,705,0.06,14274,-5.201107025146484,0.001,0.004369302652776241,-4.538166522979736,0.00036362692480906844
94.06,2468,238480,337,-18.13591126,705,0.06,14279,-5.184741973876953,0.001,0.0036887750029563904,-5.819695472717285,0.00036298527265898883
94.06,2472,238592,338,-18.39372397,705,0.06,14286,-5.2767462730407715,0.001,0.018068578094244003,-1.5971488952636719,0.00036203558556735516
93.07,2476,238976,338,-18.349975200000003,705,0.07,14310,-5.28120231628418,0.001,0.005885530263185501,-5.358331203460693,0.0003582840145099908
93.07,2480,239776,339,-18.607773950000002,705,0.07,14360,-5.206472396850586,0.001,0.00367225450463593,-1.1102838516235352,0.00034481295733712614
93.07,2484,240064,340,-18.765819370000003,705,0.07,14378,-5.211421012878418,0.001,0.00696221087127924,-7.639681816101074,0.0003398401022423059
94.06,2488,240128,340,-19.01571799,705,0.06,14382,-5.175575256347656,0.001,0.010384326800704002,-6.85288667678833,0.00033821898978203535
94.06,2492,240576,340,-19.13836346,705,0.06,14410,-5.242030620574951,0.001,0.0037269066087901592,-1.7062580585479736,0.0003289058222435415
93.07,2496,240912,341,-18.89002982,705,0.07,14431,-5.147604942321777,0.001,0.004760162439197302,6.718822956085205,0.0003277679206803441
92.08,2500,241600,342,-18.904601720000002,705,0.08,14474,-5.143065452575684,0.001,0.22551167011260986,3.850525379180908,0.00033107251510955393
92.08,2504,241680,342,-18.698514810000002,705,0.08,14479,-5.2316179275512695,0.001,0.004005261696875095,-0.10550153255462646,0.0003312316839583218
93.07,2508,241792,342,-19.662836280000004,705,0.07,14486,-5.217953681945801,0.001,0.0054635098204016685,1.6552531719207764,0.0003312740009278059
93.07,2512,242416,343,-19.52651846,705,0.07,14525,-5.19832706451416,0.001,0.0036699878983199596,4.772854328155518,0.0003448003262747079
92.08,2516,242976,344,-19.568018570000003,705,0.08,14560,-5.064430236816406,0.001,0.0034123086370527744,0.9280509948730469,0.0003521272155921906
91.09,2520,243264,345,-19.37731532,704,0.09,14578,-5.1737895011901855,0.001,0.004387896507978439,-1.714001178741455,0.0003538409946486354
91.09,2524,243296,345,-19.210281870000003,704,0.09,14580,-5.190756320953369,0.001,0.0029264308977872133,-2.3521595001220703,0.0003540041798260063
91.09,2528,243760,345,-19.53050341,704,0.09,14609,-5.051308631896973,0.001,0.0034809091594070196,3.059325695037842,0.0003531408146955073
91.09,2532,244560,347,-19.751510080000003,704,0.09,14659,-4.997928619384766,0.001,0.04295104742050171,11.035257339477539,0.00035714270779863
92.08,2536,244864,347,-19.882213090000004,704,0.08,14678,-5.097783088684082,0.001,0.0014640877489000559,-8.066872596740723,0.00036211396218277514
92.08,2540,244896,347,-20.003500550000002,704,0.08,14680,-5.1589860916137695,0.001,0.004354182165116072,-4.685181140899658,0.00036201055627316236
92.08,2544,245360,348,-20.06703638,704,0.08,14709,-5.10762882232666,0.001,0.003540554316714406,1.0945600271224976,0.0003554644645191729
92.08,2548,246160,349,-19.9067276,703,0.08,14759,-5.105096817016602,0.001,0.025428244844079018,-8.249713897705078,0.0003436985134612769
92.08,2552,246464,350,-19.73026038,703,0.08,14778,-5.160124778747559,0.001,0.004419439472258091,6.541450023651123,0.0003357412351761013
93.07,2556,246496,350,-19.76219653,703,0.07,14780,-5.109655857086182,0.001,0.11398548632860184,-3.090100049972534,0.00033550531952641904
93.07,2560,246960,350,-19.51076218,703,0.07,14809,-5.025484085083008,0.001,0.007009254768490791,7.909553527832031,0.00034000480081886053
94.06,2564,247760,352,-19.60841585,703,0.06,14859,-5.034233093261719,0.001,0.0025259931571781635,0.6994891166687012,0.000342812214512378
94.06,2568,248064,352,-19.498916970000003,703,0.06,14878,-5.056187629699707,0.001,0.002790015423670411,-5.606167793273926,0.00034031362156383693
93.07,2572,248080,352,-18.74294219,703,0.07,14879,-5.043680191040039,0.001,0.006012661848217249,-4.936962604522705,0.00034010550007224083
94.06,2576,248352,353,-18.71101136,703,0.06,14896,-5.095743179321289,0.001,0.005836250260472298,-4.523097991943359,0.0003360343398526311
94.06,2580,248944,353,-18.296786509999997,703,0.06,14933,-5.0591020584106445,0.001,0.00723029300570488,10.157918930053711,0.0003438919666223228
94.06,2584,249632,354,-17.992547920000003,703,0.06,14976,-5.028245449066162,0.001,0.01173876691609621,0.6586692929267883,0.00036346519482322037
94.06,2588,249680,355,-18.221227759999998,703,0.06,14979,-5.05986213684082,0.001,0.0027018680702894926,-1.9117366075515747,0.00036463694414123893
93.07,2592,249808,355,-18.10502485,703,0.07,14987,-4.975345611572266,0.001,0.009778160601854324,-1.9601298570632935,0.0003665287222247571
95.05,2596,250416,356,-18.54871022,702,0.05,15025,-5.031063556671143,0.001,0.0041021485812962055,2.2621536254882812,0.00036376272328197956
96.04,2600,251216,357,-18.44919327,702,0.04,15075,-4.982844352722168,0.001,0.003150742035359144,-9.786684036254883,0.00037119866465218365
96.04,2604,251280,357,-18.838435209999997,702,0.04,15079,-4.971969127655029,0.001,0.011479811742901802,-9.020984649658203,0.0003700453380588442
96.04,2608,251408,357,-18.507507770000004,702,0.04,15087,-5.038001537322998,0.001,0.05134754627943039,0.029508352279663086,0.00036733687738887966
96.04,2612,252016,358,-18.935848280000002,702,0.04,15125,-4.944110870361328,0.001,0.014825411140918732,-4.721251487731934,0.0003586132370401174
96.04,2616,252576,359,-18.689416460000004,702,0.04,15160,-4.966269016265869,0.001,0.0014758957549929619,-8.45529842376709,0.00035471218870952725
97.03,2620,252880,360,-19.11083366,702,0.03,15179,-4.980840682983398,0.001,0.0331643745303154,5.5583906173706055,0.0003516194992698729
97.03,2624,252928,360,-19.023127860000002,702,0.03,15182,-4.880403518676758,0.001,0.005663944408297539,1.0349030494689941,0.0003515150456223637
97.03,2628,253376,360,-18.933175639999998,702,0.03,15210,-4.962482929229736,0.001,0.010258372873067856,-1.2293305397033691,0.0003471495001576841
97.03,2632,254176,362,-18.86366042,701,0.03,15260,-4.932860851287842,0.001,0.008175021037459373,2.1740670204162598,0.0003401522117201239
97.03,2636,254480,362,-18.57005799,701,0.03,15279,-4.978391170501709,0.001,0.007544111926108599,3.87026047706604,0.00034343707375228405
97.03,2640,254528,362,-18.538829680000003,702,0.03,15282,-4.9600019454956055,0.001,0.07145887613296509,13.820035934448242,0.00034463987685739994
97.03,2644,254976,363,-18.388879819999996,702,0.03,15310,-4.963796615600586,0.001,0.006859141867607832,3.2533702850341797,0.00035785461659543216
97.03,2648,255776,364,-18.54562523,702,0.03,15360,-4.89771842956543,0.001,0.0031447368673980236,-11.004644393920898,0.0003511158574838191
97.03,2652,256080,364,-18.6618486,701,0.03,15379,-4.949724197387695,0.001,0.0022525074891746044,-6.880584239959717,0.0003420235589146614
96.04,2656,256096,364,-18.4744666,701,0.04,15380,-4.979240894317627,0.001,0.006304946728050709,-4.084236145019531,0.0003415844985283911
95.05,2660,256368,365,-18.484423120000002,701,0.05,15397,-4.854963302612305,0.001,0.021508924663066864,-0.20330047607421875,0.0003362010174896568
95.05,2664,256944,366,-18.68752659,701,0.05,15433,-4.906485557556152,0.001,0.1166079118847847,4.195808410644531,0.00033016319503076375
95.05,2668,257632,367,-18.81290705,701,0.05,15476,-4.903451919555664,0.001,0.003675915766507387,1.2454960346221924,0.00033329485449939966
96.04,2672,257696,367,-19.36758515,701,0.04,15480,-4.902700424194336,0.001,0.003397442167624831,3.0918257236480713,0.00033380856621079147
96.04,2676,257968,367,-19.32077017,701,0.04,15497,-4.937098026275635,0.001,0.0017996253445744514,3.407627582550049,0.000335508055286482
96.04,2680,258544,368,-19.59363155,701,0.04,15533,-4.897307395935059,0.001,0.000866307585965842,2.4351274967193604,0.00033591801184229553
96.04,2684,259232,369,-19.730637549999997,701,0.04,15576,-4.854128360748291,0.001,0.003900824813172221,4.135068893432617,0.00033377643558196723
96.04,2688,259296,369,-19.60365333,701,0.04,15580,-4.905261993408203,0.001,0.002188383135944605,2.5489180088043213,0.00033394453930668533
97.03,2692,259568,369,-19.39538248,701,0.03,15597,-4.895775318145752,0.001,0.0019896402955055237,1.8060510158538818,0.00033387733856216073
97.03,2696,260144,370,-19.45595472,701,0.03,15633,-4.910477161407471,0.001,0.0033925368916243315,-9.411188125610352,0.0003323651326354593
97.03,2700,260832,371,-19.284604339999998,702,0.03,15676,-4.888749122619629,0.001,0.10480748116970062,-2.9073641300201416,0.0003220345824956894
97.03,2704,260896,371,-19.197224040000002,702,0.03,15680,-4.842100143432617,0.001,0.0033235005103051662,-9.23558235168457,0.00032099790405482054
97.03,2708,261168,371,-18.95740015,702,0.03,15697,-4.8858208656311035,0.001,0.10344888269901276,0.11082077026367188,0.00031650144956074655
97.03,2712,261744,372,-18.264272520000006,702,0.03,15733,-4.809250831604004,0.001,0.002128048101440072,-0.6436808109283447,0.000314406119287014
98.02,2716,262432,373,-18.742926020000002,702,0.02,15776,-4.796950817108154,0.001,0.00451711006462574,2.0782086849212646,0.0003105938376393169
98.02,2720,262496,373,-18.452615950000002,702,0.02,15780,-4.73884391784668,0.001,0.0014478261582553387,-1.1890411376953125,0.0003099733148701489
98.02,2724,262768,373,-18.810174110000002,702,0.02,15797,-4.805606842041016,0.001,0.018194563686847687,0.9505119323730469,0.0003088166704401374
98.02,2728,263344,374,-18.555097320000005,702,0.02,15833,-4.81421422958374,0.001,0.0338224321603775,3.6957309246063232,0.0003165920206811279
98.02,2732,264032,375,-18.396718540000006,703,0.02,15876,-4.844367980957031,0.001,0.002032363321632147,5.930282115936279,0.00033284665551036596
98.02,2736,264096,375,-18.55666883,703,0.02,15880,-4.776464939117432,0.001,0.0031711433548480272,3.0656275749206543,0.0003352016501594335
98.02,2740,264368,375,-18.463150419999998,703,0.02,15897,-4.724148273468018,0.001,0.018782462924718857,10.190298080444336,0.00034295659861527383
98.02,2744,264944,376,-18.62575632,703,0.02,15933,-4.746119976043701,0.001,0.010189453139901161,2.7413175106048584,0.0003536395961418748
98.02,2748,265632,377,-18.577871960000003,702,0.02,15976,-4.760279655456543,0.001,0.006380927748978138,6.658450126647949,0.0003541524347383529
97.03,2752,265680,377,-18.56465062,702,0.03,15979,-4.695158958435059,0.001,0.05716254562139511,7.932364463806152,0.00035475142067298293
98.02,2756,265808,378,-18.90060299,703,0.02,15987,-4.774335861206055,0.001,0.002505975542590022,2.799299716949463,0.00035688531352207065
99.01,2760,266416,378,-19.15950701,703,0.01,16025,-4.727461338043213,0.001,0.01841825246810913,11.811460494995117,0.0003675627231132239
99.01,2764,267216,380,-18.92543321,702,0.01,16075,-4.762537002563477,0.001,0.002941227052360773,3.2676875591278076,0.0003807295870501548
99.01,2768,267280,380,-18.7456671,702,0.01,16079,-4.689072608947754,0.001,0.09953513741493225,1.4431527853012085,0.0003814069787040353
99.01,2772,267408,380,-18.75185723,702,0.01,16087,-4.757646560668945,0.001,0.01216495968401432,5.932438850402832,0.00038278239662759006
98.02,2776,267776,380,-18.82629153,702,0.02,16110,-4.7240471839904785,0.001,0.0015196050517261028,7.7638092041015625,0.00039265528903342783
98.02,2780,268576,381,-18.84316778,703,0.02,16160,-4.60964298248291,0.001,0.005176246166229248,10.630630493164062,0.00041562601109035313
98.02,2784,268880,382,-18.76729983,703,0.02,16179,-4.737479209899902,0.001,0.007321981713175774,-0.6725989580154419,0.00042244489304721355
98.02,2788,268928,382,-18.974728889999998,703,0.02,16182,-4.653738975524902,0.001,0.002509964630007744,-2.033134937286377,0.000422836426878348
98.02,2792,269376,383,-18.88000809,703,0.02,16210,-4.618660926818848,0.001,0.007795100100338459,13.568340301513672,0.000427293503889814
98.02,2796,270176,384,-18.79618971,703,0.02,16260,-4.731002330780029,0.001,0.00620383583009243,6.878049373626709,0.00045697548193857074
98.02,2800,270480,384,-18.84524784,703,0.02,16279,-4.721494197845459,0.001,0.0029467884451150894,11.526763916015625,0.0004642039129976183
98.02,2804,270528,384,-18.695423599999998,703,0.02,16282,-4.592238903045654,0.001,0.0016541522927582264,18.005168914794922,0.0004658372781705111
98.02,2808,270976,385,-18.800271139999996,703,0.02,16310,-4.683380603790283,0.001,0.0010117599740624428,-3.8964715003967285,0.0004774474073201418
97.03,2812,271776,386,-18.96801677,703,0.03,16360,-4.623941421508789,0.001,0.009336705319583416,11.081182479858398,0.00047255688696168363
97.03,2816,272080,386,-18.89820369,703,0.03,16379,-4.622591972351074,0.001,0.002571545774117112,13.95351505279541,0.0004907379625365138
97.03,2820,272096,386,-18.90528086,703,0.03,16380,-4.562484264373779,0.001,0.048565104603767395,19.300884246826172,0.00049194524763152
97.03,2824,272560,387,-18.68975284,703,0.03,16409,-4.643214702606201,0.001,0.01360624935477972,-3.9832003116607666,0.0005077238893136382
97.03,2828,273376,388,-18.95133114,703,0.03,16460,-4.55472469329834,0.001,0.0025040791369974613,-1.6044554710388184,0.00048391526797786355
97.03,2832,273680,388,-18.891910069999998,703,0.03,16479,-4.577082633972168,0.001,0.027637697756290436,-0.782808780670166,0.0004805325879715383
97.03,2836,273696,389,-18.70557952,703,0.03,16480,-4.617684364318848,0.001,0.0035574049688875675,-0.016698122024536133,0.0004803578194696456
97.03,2840,274160,389,-18.776471780000005,703,0.03,16509,-4.614391803741455,0.001,0.014364010654389858,-6.2226409912109375,0.0004778951988555491
97.03,2844,274976,390,-18.6343736,703,0.03,16560,-4.566073417663574,0.001,0.0309891439974308,3.429208517074585,0.0004545588162727654
97.03,2848,275280,391,-18.50866565,703,0.03,16579,-4.596745014190674,0.001,0.002873294521123171,-12.015578269958496,0.000450681138318032
97.03,2852,275296,391,-18.34420464,703,0.03,16580,-4.6048173904418945,0.001,0.0014809926506131887,-15.032270431518555,0.00045019463868811727
96.12,2856,275424,391,-18.173774760000004,703,0.04,16588,-4.565884590148926,0.001,0.0010098940692842007,-15.809599876403809,0.00044448362314142287
96.12,2860,276032,392,-17.85871208,704,0.04,16626,-4.550207138061523,0.001,0.004320419859141111,-10.728862762451172,0.00041139425593428314
96.12,2864,276816,393,-17.983239640000004,703,0.04,16675,-4.6464972496032715,0.001,0.0035150577314198017,-8.971476554870605,0.0003815983363892883
96.12,2868,276896,393,-17.89747167,703,0.04,16680,-4.553357124328613,0.001,0.001696465304121375,-9.610208511352539,0.0003788504982367158
94.14,2872,276944,393,-17.52495728,703,0.06,16683,-4.456971168518066,0.001,0.09631004929542542,-7.3845367431640625,0.0003773087228182703
95.13,2876,277360,394,-17.43910181,703,0.05,16709,-4.614992618560791,0.001,0.011965911835432053,4.655310153961182,0.0003702453104779124
95.13,2880,278176,395,-17.63597534,703,0.05,16760,-4.523601531982422,0.001,0.004390391521155834,-10.121578216552734,0.0003659058129414916
95.13,2884,278480,395,-17.69201013,703,0.05,16779,-4.510445594787598,0.001,0.011247389949858189,3.278524875640869,0.0003608802508097142
95.13,2888,278544,395,-17.66789102,703,0.05,16783,-4.5131378173828125,0.001,0.012883428484201431,1.5683704614639282,0.0003604209632612765
95.13,2892,278960,396,-17.63917399,704,0.05,16809,-4.541211128234863,0.001,0.000986495753750205,4.672574996948242,0.00036466564051806927
94.14,2896,279344,396,-17.38774419,704,0.06,16833,-4.540031433105469,0.001,0.00810183770954609,3.52480149269104,0.0003710139135364443
94.14,2900,280080,397,-17.38558484,704,0.06,16879,-4.5291643142700195,0.001,0.07636366784572601,6.732413291931152,0.00038790053804405034
94.14,2904,280112,397,-17.61936437,704,0.06,16881,-4.453370094299316,0.001,0.0046440549194812775,8.655792236328125,0.00038869280251674354
94.14,2908,280368,398,-17.290459679999998,704,0.06,16897,-4.514994144439697,0.001,0.0028025642968714237,1.2405016422271729,0.00039586101775057614
95.13,2912,280944,398,-17.583093140000003,704,0.05,16933,-4.483996391296387,0.001,0.0899200439453125,1.193990707397461,0.00039178901351988316
95.13,2916,281680,399,-17.5104175,704,0.05,16979,-4.462700843811035,0.001,0.010036977007985115,7.466344833374023,0.00038900654180906713
94.14,2920,281712,399,-17.2511077,704,0.06,16981,-4.466306686401367,0.001,0.0018926496850326657,1.8719745874404907,0.00038923940155655146
94.14,2924,281824,399,-17.07622834,704,0.06,16988,-4.451980113983154,0.001,0.00662545021623373,9.146026611328125,0.00039083961746655405
94.14,2928,282448,400,-17.071373180000002,704,0.06,17027,-4.516417503356934,0.001,0.0031324366573244333,3.8288121223449707,0.00040189630817621946
94.14,2932,283216,401,-17.27948336,704,0.06,17075,-4.473086357116699,0.001,0.0034759948030114174,1.7339882850646973,0.0004121724050492048
94.14,2936,283312,402,-17.65351915,704,0.06,17081,-4.442061424255371,0.001,0.022226985543966293,2.4415717124938965,0.0004125027044210583
94.14,2940,283424,402,-17.63269627,704,0.06,17088,-4.432454586029053,0.001,0.005857228301465511,0.9088692665100098,0.0004129703447688371
94.14,2944,284048,403,-17.525728870000002,704,0.06,17127,-4.463958740234375,0.001,0.04404471814632416,3.3939406871795654,0.0004129673761781305
94.14,2948,284816,404,-17.344548730000003,704,0.06,17175,-4.436176300048828,0.001,0.00330542353913188,16.690242767333984,0.00042854409548453987
95.13,2952,284912,404,-17.633380159999998,704,0.05,17181,-4.402029037475586,0.001,0.0015908133937045932,4.746918201446533,0.00043352346983738244
96.04,2956,285024,404,-18.0317592,704,0.04,17188,-4.364969253540039,0.001,0.002656870987266302,0.9662679433822632,0.00043796387035399675
95.05,2960,285376,405,-17.963294199999996,704,0.05,17210,-4.384023189544678,0.001,0.09480880200862885,-1.680230975151062,0.0004431887937244028
95.05,2964,286176,406,-18.016620539999998,704,0.05,17260,-4.398064136505127,0.001,0.02231859229505062,5.503711223602295,0.0004337693389970809
94.06,2968,286480,406,-17.914430680000002,704,0.06,17279,-4.345659255981445,0.001,0.010932281613349915,-0.21177005767822266,0.0004354184784460813
