train/ent_coef,time/fps,time/time_elapsed,train/critic_loss,train/ent_coef_loss,rollout/success_rate,train/learning_rate,train/n_updates,time/episodes,rollout/ep_rew_mean,train/actor_loss,time/total_timesteps,rollout/ep_len_mean
0.0011484388378448784,326,180,0.02053538494510576,0.6885953210294247,0.05,0.003,58960,200,-14.80156258,5.19692662358284,59072,288.36
0.0013414071654551663,326,191,0.12819551792927086,1.5861143693327904,0.03,0.003,62288,204,-14.906883129999999,5.463289707899094,62400,293.21
,326,191,,,0.03,,,208,-14.906883129999999,,62400,293.21
0.0013785019182250835,326,191,0.23429685248993337,2.879177253693342,0.03,0.003,62304,212,-14.903551720000001,5.433440417051315,62416,293.21
0.001346600845863577,326,195,0.05486162204761058,18.085631847381592,0.03,0.003,63760,216,-15.493953340000001,5.415871798992157,63872,293.21
0.0014411999291041866,326,206,0.025434096751268953,0.10380280204117298,0.03,0.003,67088,220,-15.3945832,5.403676867485046,67200,293.21
,326,206,,,0.03,,,224,-15.3945832,,67200,293.21
0.001435884172678925,326,206,0.033302323950920254,0.5943334884941578,0.03,0.003,67104,228,-15.356043589999999,5.3746629655361176,67216,293.21
0.0014016713030287065,325,210,0.04730106040369719,2.0997041314840317,0.03,0.003,68560,232,-15.05807689,5.049133658409119,68672,293.21
0.0015134600616875105,324,221,0.05345798481721431,0.6821855865418911,0.03,0.003,71888,236,-14.640270890000002,5.183347642421722,72000,293.21
,324,221,,,0.03,,,240,-14.640270890000002,,72000,293.21
0.0015179516267380677,325,221,0.06613001914229244,0.8884875811636448,0.03,0.003,71904,244,-14.45241832,4.9392436891794205,72016,293.21
0.0016588608486927114,324,226,0.10507002472877502,-0.5679627545177937,0.03,0.003,73360,248,-14.333005489999996,5.145986646413803,73472,293.21
0.0015831303244340234,324,236,0.04233972274232656,-0.5171495787799358,0.02,0.003,76688,252,-14.47306129,5.135306149721146,76800,295.52
,324,236,,,0.02,,,256,-14.47306129,,76800,295.52
0.0015521840759902261,324,236,0.06080458185169846,-1.9374215714633465,0.03,0.003,76704,260,-14.313392789999998,5.240932375192642,76816,292.53
0.001639983180211857,324,240,0.22446167981252074,-0.1864536926150322,0.03,0.003,78048,264,-14.409191489999998,4.798959016799927,78160,292.53
0.001845506951212883,324,245,0.04703749320469797,-3.539347045123577,0.03,0.003,79744,268,-14.440977020000002,5.0041344165802,79856,292.53
0.0021061505685793236,324,251,0.0837172418832779,0.10849777609109879,0.03,0.003,81488,272,-15.100382689999996,4.947474017739296,81600,292.53
0.0021025224559707567,324,251,0.08148297597654164,-1.3267055675387383,0.03,0.003,81504,276,-15.06077421,5.171517848968506,81616,292.53
0.0017825801551225595,324,255,0.2208366901613772,3.2410025000572205,0.03,0.003,82848,280,-14.99754789,5.120235174894333,82960,292.53
0.0021713395399274305,324,260,0.07298819022253156,-1.560400128364563,0.02,0.003,84544,284,-15.343720369999998,4.976481348276138,84656,294.68
0.0020269188535166904,324,266,0.1450973590835929,1.1628370396792889,0.01,0.003,86288,288,-15.236654279999998,4.841355353593826,86400,297.01
0.0020586683531291783,324,266,0.12899147626012564,1.0782438479363918,0.01,0.003,86304,292,-15.333307839999998,4.988828122615814,86416,297.01
0.0024748425203142688,324,270,0.23894581710919738,-3.2357178442180157,0.01,0.003,87648,296,-15.541025869999999,4.632625296711922,87760,297.01
0.002280293279909529,324,276,0.20268063200637698,1.7196281235665083,0.01,0.003,89344,300,-16.306266869999998,4.255361586809158,89456,297.01
