train/ent_coef_loss,rollout/success_rate,train/actor_loss,train/ent_coef,train/critic_loss,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/n_updates,time/total_timesteps
-0.059175850823521614,0.02,0.4125588219612837,0.00013165653581381775,0.00020377951568661956,0.0003,1768,-0.8383269900000001,1524,344,298.02,525488,525600
-0.6468348149210215,0.02,0.4049440212547779,0.0001317146807195968,0.00018814091117747012,0.0003,1772,-0.8279971700000001,1531,344,298.02,527888,528000
-1.434039145708084,0.02,0.41370370611548424,0.00013156076602172107,0.00020786540790140862,0.0003,1776,-0.82952658,1531,344,298.02,527904,528016
-0.6943453848361969,0.02,0.4149799235165119,0.00013325750660442282,0.0002194290655097575,0.0003,1780,-0.8547332299999999,1534,344,298.02,529200,529312
-1.4801827166229486,0.02,0.4091182630509138,0.0001348006690022885,0.00019589962084864965,0.0003,1784,-0.86016095,1538,344,298.02,530288,530400
-0.4384992551058531,0.02,0.4150628689676523,0.00013046593358012615,0.00018583589462650707,0.0003,1788,-0.8748770400000001,1545,344,298.02,532688,532800
0.146357923746109,0.02,0.39910977706313133,0.0001303190383623587,0.0001995888187593664,0.0003,1792,-0.9161538500000002,1545,344,298.02,532704,532816
1.2459760438650846,0.02,0.39028863050043583,0.00012833246182708535,0.0001701209193925024,0.0003,1796,-0.9208540300000001,1549,344,298.02,534000,534112
-0.5711763259023428,0.02,0.39935501851141453,0.00012783259808202274,0.0002349834903725423,0.0003,1800,-0.92591612,1552,344,298.02,535088,535200
-0.5919642634689808,0.02,0.4094550646841526,0.000123540495224006,0.00018402258228888968,0.0003,1804,-0.93200024,1559,344,298.02,537488,537600
-1.8912401050329208,0.02,0.40523636154830456,0.0001233783887073514,0.00020846500410698354,0.0003,1808,-0.9222418800000001,1559,344,298.02,537504,537616
2.854458251968026,0.02,0.4103120118379593,0.00012604047333297785,0.00016817406640257104,0.0003,1812,-0.9303769199999999,1562,344,298.02,538800,538912
-3.293618392199278,0.02,0.397673886269331,0.00012556283036246896,0.00018763160551316105,0.0003,1816,-0.93407876,1566,344,298.02,539888,540000
-0.7358867041766644,0.03,0.4081053826957941,0.0001281220002056216,0.00019864472778863274,0.0003,1820,-0.91271671,1572,344,295.93,542144,542256
0.1724101770669222,0.03,0.39638005942106247,0.00012647295716305962,0.0002409799926681444,0.0003,1824,-0.9186454900000001,1573,344,295.93,542304,542416
-1.6016636118292809,0.03,0.3963903971016407,0.00012112256581531256,0.00025839992849796545,0.0003,1828,-0.9055678899999999,1576,344,295.93,543600,543712
-1.1328842900693417,0.03,0.3935027476400137,0.00012705106746579986,0.00016770808178989682,0.0003,1832,-0.9128524800000001,1580,344,295.93,544688,544800
0.44349172711372375,0.03,0.41220727749168873,0.00012396582587825833,0.0001960188701559673,0.0003,1836,-0.93929738,1586,344,294.83,546784,546896
0.06433767452836037,0.03,0.3985446523874998,0.00012400653486110969,0.00019813789094769163,0.0003,1840,-0.96918587,1587,344,294.83,547104,547216
-1.7954137586057186,0.03,0.4079980030655861,0.00012707641690212768,0.0001867962746473495,0.0003,1844,-0.97263385,1590,344,294.83,548336,548448
0.32288197986781597,0.03,0.40938212163746357,0.00012138707734266063,0.0002683641641851864,0.0003,1848,-0.9665103899999998,1592,344,294.83,548912,549024
-0.12654296681284904,0.03,0.3848620653152466,0.00012138199736000388,0.0002719052299653413,0.0003,1852,-0.9723396299999999,1600,344,294.83,551584,551696
2.9731349423527718,0.03,0.40225882828235626,0.00012276286361156963,0.0002256404577565263,0.0003,1856,-0.9701058799999999,1601,344,294.83,551904,552016
0.04325207136571407,0.03,0.4059360921382904,0.00011989452195848571,0.00016329926438629627,0.0003,1860,-0.9720478899999998,1604,344,294.83,553136,553248
-2.626579796895385,0.03,0.38896356895565987,0.00011986770186922513,0.00021097262469993439,0.0003,1864,-0.9669430200000001,1606,344,294.83,553712,553824
-1.510226421058178,0.02,0.3906856458634138,0.00011307327213216922,0.0002064390318992082,0.0003,1868,-0.9989731200000002,1613,344,295.31,556384,556496
-0.31474413722753525,0.02,0.3944850564002991,0.00011564048600121168,0.0001741802079777699,0.0003,1872,-1.0273724199999998,1614,344,295.31,556704,556816
0.07774961367249489,0.02,0.40703515335917473,0.00012282381521799834,0.0001761533685566974,0.0003,1876,-1.04217568,1618,344,295.31,557936,558048
1.5528527814894915,0.02,0.4014201983809471,0.00012406811947585084,0.00019009502602784778,0.0003,1880,-1.02602916,1620,344,295.31,558512,558624
0.565864585340023,0.02,0.3834477737545967,0.0001240748279087711,0.00016239609658441623,0.0003,1884,-1.02488342,1627,344,295.31,561184,561296
0.3451843932271004,0.02,0.3905791789293289,0.00012531465381471207,0.00018247877414978575,0.0003,1888,-1.01983537,1628,344,295.31,561504,561616
-0.019294753670692444,0.02,0.38630465418100357,0.00012302851700951578,0.0002170465904782759,0.0003,1892,-0.9921879899999999,1632,344,295.31,562736,562848
-2.0645807534456253,0.02,0.39126594364643097,0.00012117556389057427,0.00018704195736063411,0.0003,1896,-0.97874775,1633,344,295.31,563312,563424
1.4762668460607529,0.02,0.3973268661648035,0.0001227698230650276,0.00019896288358722813,0.0003,1900,-0.9782977299999999,1641,344,295.31,565984,566096
-2.894157798960805,0.02,0.38009611517190933,0.0001212399865835323,0.0001618321784917498,0.0003,1904,-0.97882762,1642,344,295.31,566304,566416
2.1927307453006506,0.02,0.39629718847572803,0.00011755710966099286,0.00020196666537231067,0.0003,1908,-0.98095861,1646,344,295.31,567536,567648
-0.6920528318732977,0.02,0.39935722947120667,0.00012142130844949861,0.00019829672783089336,0.0003,1912,-0.97892764,1647,344,295.31,568112,568224
1.287298358976841,0.02,0.38516876101493835,0.00012017158906019176,0.0001592145963513758,0.0003,1916,-1.0128793,1655,344,295.31,570784,570896
4.101381231099367,0.01,0.39881376549601555,0.00011969368824793492,0.00022245978834689595,0.0003,1920,-1.01407348,1656,344,297.4,571104,571216
0.566914327442646,0.01,0.38707790337502956,0.00012395807789289393,0.0001706655298221449,0.0003,1924,-1.0134046599999997,1660,344,297.4,572336,572448
0.7092617284506559,0.01,0.3884041849523783,0.00011860064796564984,0.00017977220477405353,0.0003,1928,-1.01555804,1661,344,297.4,572912,573024
-0.3306700810790062,0.01,0.38803213462233543,0.00012680992131208768,0.00018236043479191721,0.0003,1932,-1.01788048,1669,344,297.4,575584,575696
-1.9208306856453419,0.0,0.40057886578142643,0.00012411372972565005,0.00030907581822248176,0.0003,1936,-0.9998881300000001,1670,344,300.0,575904,576016
2.054972356185317,0.01,0.3798951655626297,0.00012476958090701373,0.00020079436853848165,0.0003,1940,-0.95709707,1672,344,299.36,576688,576800
-2.7444433383643627,0.01,0.37396157905459404,0.0001229662557307165,0.0001795793823475833,0.0003,1944,-0.9453107600000001,1675,344,299.36,577712,577824
-0.5670734662562609,0.01,0.3671918027102947,0.00012199300226711784,0.00020407400279509602,0.0003,1948,-0.9454736900000001,1683,344,299.36,580384,580496
1.4116102382540703,0.01,0.3721500691026449,0.00012061778534189216,0.0001984129939955892,0.0003,1952,-0.9375616200000002,1684,344,299.36,580704,580816
0.23057155031710863,0.01,0.3778122700750828,0.00012385075751808472,0.00016793643408163916,0.0003,1956,-0.93948147,1686,344,299.36,581488,581600
2.6574240811169147,0.01,0.3730651568621397,0.00012400437572068768,0.00017932987066160422,0.0003,1960,-0.9377946700000002,1689,344,299.36,582512,582624
1.136685675010085,0.01,0.3900619801133871,0.00011954654064538772,0.00020725018293887842,0.0003,1964,-0.95125718,1697,344,299.36,585184,585296
-0.18259981460869312,0.01,0.3855926785618067,0.00012102510936529143,0.00022415415696741547,0.0003,1968,-0.9403361499999998,1698,344,299.36,585504,585616
-0.4448871146887541,0.01,0.3721228167414665,0.00012494954444264295,0.0001793060073396191,0.0003,1972,-0.9297581199999999,1700,344,299.36,586288,586400
-0.14489703625440598,0.01,0.37758585438132286,0.00012259822233318118,0.00019867765604431042,0.0003,1976,-0.89977039,1703,344,299.36,587312,587424
-1.3600674271583557,0.01,0.37028297036886215,0.00013289266917126952,0.00017046370794560062,0.0003,1980,-0.9136311699999999,1711,344,299.36,589984,590096
-0.549945667386055,0.01,0.3696787729859352,0.00012883118415629724,0.0001720058471619268,0.0003,1984,-0.9037277400000001,1712,344,299.36,590304,590416
-1.4059232734143734,0.01,0.3694923184812069,0.0001214122994497302,0.00019763613499890198,0.0003,1988,-0.9001224900000001,1714,344,299.36,591088,591200
-0.7008227463811636,0.01,0.37783151492476463,0.00012247313134139404,0.00018154983990825713,0.0003,1992,-0.9004364100000001,1717,344,299.36,592112,592224
-1.0854357741773129,0.01,0.3769841957837343,0.00012635703023988754,0.000177514723418426,0.0003,1996,-0.90391583,1725,344,299.36,594784,594896
-0.6532988883554935,0.01,0.3652202617377043,0.00012315268213569652,0.00017588917580724228,0.0003,2000,-0.9032612900000001,1726,344,299.36,595104,595216
-1.972135340794921,0.01,0.3744955211877823,0.00012915418210468488,0.00015109843570826342,0.0003,2004,-0.91400335,1729,344,299.36,595888,596000
-0.10857226047664881,0.01,0.3678353615105152,0.00012594026702572592,0.00016871561456355266,0.0003,2008,-0.90987631,1732,344,299.36,596912,597024
1.324605405330658,0.02,0.3742155749350786,0.00011989316726612742,0.00014361748571900534,0.0003,2012,-0.91155258,1738,344,298.06,599184,599296
-0.9275998622179031,0.02,0.3622489422559738,0.0001133116229539155,0.00018461691070115194,0.0003,2016,-0.88734856,1741,344,298.06,599888,600000
0.9166927188634872,0.03,0.3622690197080374,0.00011438129195084912,0.00013849644710717257,0.0003,2020,-0.8983184300000001,1742,344,295.76,600304,600416
0.9324137177318335,0.03,0.3747030198574066,0.00011900491927008261,0.00022465267920779297,0.0003,2024,-0.90569324,1745,344,295.76,601408,601520
-0.7290729805827141,0.03,0.36341348104178905,0.00012237850660312688,0.00020049390877829865,0.0003,2028,-0.9002353100000002,1750,344,295.76,602928,603040
3.1865858137607574,0.03,0.3743769098073244,0.00012680465988523792,0.00020036456953675952,0.0003,2032,-0.9064553200000001,1755,344,295.76,604688,604800
1.3581705391407013,0.03,0.3620723467320204,0.000128963717543229,0.00017276524613407673,0.0003,2036,-0.91799347,1756,344,295.76,605104,605216
-0.7290534973144531,0.02,0.37106193974614143,0.00012410565977916121,0.00020210223374306224,0.0003,2040,-0.93242468,1759,344,296.4,606208,606320
0.2426665462553501,0.02,0.37553444132208824,0.00011779110627685441,0.0001630827482586028,0.0003,2044,-0.93268321,1764,344,296.4,607728,607840
-1.4897888116538525,0.02,0.3600086532533169,0.0001231275355166872,0.00018421167396809324,0.0003,2048,-0.9310940299999999,1769,344,296.4,609488,609600
-2.4069830738008022,0.02,0.3634663615375757,0.0001245470239155111,0.00020164818033663323,0.0003,2052,-0.9404914200000001,1770,344,296.4,609904,610016
0.9883241038769484,0.02,0.363936273381114,0.0001227506409122725,0.00019007810442417394,0.0003,2056,-0.9347404600000001,1773,344,296.4,611008,611120
0.10176916047930717,0.02,0.35542034171521664,0.00011422393072280101,0.00016980020382106886,0.0003,2060,-0.9469562099999999,1778,344,296.4,612528,612640
-0.08104712888598442,0.02,0.35226153768599033,0.00011865735723404214,0.00020698404296126682,0.0003,2064,-0.9286432199999999,1783,344,296.4,614288,614400
-0.8942242041230202,0.02,0.3760853689163923,0.0001205738967655634,0.00023069102826411836,0.0003,2068,-0.91794316,1784,344,296.4,614704,614816
-1.63281973823905,0.02,0.3666315022855997,0.00012005394364678068,0.00015955069284245837,0.0003,2072,-0.9361851999999999,1787,344,296.4,615808,615920
-0.4760969206690788,0.02,0.35531689785420895,0.0001159782950708177,0.00014547898945238558,0.0003,2076,-0.9310048999999999,1791,344,296.4,617328,617440
-0.9221652410924435,0.02,0.36188329569995403,0.00011434532279963605,0.0001753940914568375,0.0003,2080,-0.90383961,1797,344,296.4,619088,619200
-0.7863536924123764,0.02,0.3573509119451046,0.00011660909513011575,0.00016970131946436595,0.0003,2084,-0.89575435,1798,344,296.4,619504,619616
-0.2565932534635067,0.03,0.3718641549348831,0.00011027635355276288,0.0001693518470347044,0.0003,2088,-0.8897693999999997,1800,344,294.14,620400,620512
2.809739414602518,0.03,0.3700789622962475,0.00011492111025290797,0.00020990465600334574,0.0003,2092,-0.89076413,1805,344,294.14,622112,622224
-1.3041073363274336,0.03,0.35621493868529797,0.00011930288610528805,0.00017920765822054818,0.0003,2096,-0.8905133700000001,1811,344,294.14,623888,624000
-0.06887221336364746,0.03,0.34773250855505466,0.00011807327155111125,0.00016822032193886116,0.0003,2100,-0.89953115,1812,344,294.14,624304,624416
-1.2069054804742336,0.03,0.35271099396049976,0.00011604050632740837,0.000181025186975603,0.0003,2104,-0.8974583000000002,1815,344,294.14,625200,625312
0.6606201436370611,0.04,0.3452301938086748,0.0001259438968190807,0.00014968803134252084,0.0003,2108,-0.90054421,1818,344,292.5,626416,626528
-1.3258727453649044,0.03,0.35499739088118076,0.00012275334120204207,0.00017658642491369392,0.0003,2112,-0.89319003,1825,344,293.8,628688,628800
-3.5809382125735283,0.03,0.3413086552172899,0.00011228235007365583,0.00022156801924211322,0.0003,2116,-0.8865634099999999,1826,344,293.8,629104,629216
-2.806018501520157,0.02,0.341504393145442,0.00011812348657258553,0.00018788965280691627,0.0003,2120,-0.88102289,1829,344,296.1,630000,630112
-0.8775292597711086,0.02,0.35434019193053246,0.0001146836120824446,0.00025404175903531723,0.0003,2124,-0.8759494200000002,1833,344,296.1,631216,631328
-1.430253267288208,0.02,0.3424281161278486,0.00011366654098310391,0.0001468743575969711,0.0003,2128,-0.8786218500000001,1839,344,296.1,633488,633600
-3.1216029673814774,0.02,0.3604113347828388,0.00011073665382355102,0.00015905483496680972,0.0003,2132,-0.8688513999999999,1840,344,296.1,633904,634016
-0.7812671512365341,0.02,0.35785307735204697,0.00011679083536364487,0.0002006602712754102,0.0003,2136,-0.8789635699999999,1843,344,296.1,634800,634912
0.49417582526803017,0.02,0.3496451545506716,0.0001188825408462435,0.00015346724649134558,0.0003,2140,-0.8859300300000001,1846,344,296.1,636016,636128
-0.4034338239580393,0.02,0.33401218242943287,0.00011295604326733155,0.00017513593047624454,0.0003,2144,-0.87979329,1853,344,296.1,638288,638400
-0.4069235697388649,0.02,0.3546997047960758,0.00011502715642563999,0.00020116938230785308,0.0003,2148,-0.9001857999999998,1854,344,296.1,638704,638816
-3.3853631876409054,0.02,0.3684684094041586,0.0001155438199020864,0.0001869690077000996,0.0003,2152,-0.8971084099999999,1857,344,296.1,639600,639712
0.5335697736591101,0.03,0.35621172189712524,0.00010911958543147193,0.0002182599191655754,0.0003,2156,-0.8990750999999999,1858,344,293.11,640160,640272
-0.5421145837754011,0.03,0.36298704519867897,0.0001172431525446882,0.00016386788593081292,0.0003,2160,-0.8859176000000001,1866,344,293.11,642944,643056
0.21771452203392982,0.03,0.354986185207963,0.0001160588112725236,0.00019042458961848752,0.0003,2164,-0.8981518799999999,1867,344,293.11,643104,643216
-0.34067483991384506,0.03,0.35739362612366676,0.00010955187462968752,0.00018589979208627483,0.0003,2168,-0.89786251,1870,344,293.11,644336,644448
-0.501312617212534,0.03,0.35660157911479473,0.00011910401235581958,0.00021016501068515936,0.0003,2172,-0.8945753699999999,1872,344,293.11,644960,645072
-0.8014989923685789,0.04,0.3399370461702347,0.00011751466854548198,0.0001551658233438502,0.0003,2176,-0.87446154,1876,344,291.46,646128,646240
-0.7526821717619896,0.04,0.34018297493457794,0.00011832669906652882,0.00014526847735396586,0.0003,2180,-0.8848744,1881,344,291.46,647904,648016
0.021458491683006287,0.04,0.3495432659983635,0.00011406218663978507,0.00014369710015671444,0.0003,2184,-0.8875518099999998,1884,344,291.46,649136,649248
-1.623150646686554,0.03,0.35621817968785763,0.00011459107508926536,0.00022052075473766308,0.0003,2188,-0.8954339800000001,1886,344,293.72,649760,649872
-1.6750231310725212,0.03,0.34823326021432877,0.00010696387789721484,0.00020609584271369386,0.0003,2192,-0.88215131,1890,344,293.72,650928,651040
2.1495102904736996,0.04,0.3654207568615675,0.0001145310534411692,0.00021595202906610211,0.0003,2196,-0.8611428999999999,1895,344,292.56,652704,652816
0.19511026702821255,0.04,0.35563903488218784,0.00012239998613949865,0.00015546763279417064,0.0003,2200,-0.86077759,1898,344,292.56,653888,654000
-1.952647626399994,0.04,0.36001227982342243,0.00012245075322425691,0.00016670879904268077,0.0003,2204,-0.8446497199999999,1900,344,292.56,654528,654640
-2.4615197591483593,0.03,0.35366795025765896,0.00011168984019604977,0.00017004695382638602,0.0003,2208,-0.84364036,1904,344,294.2,655728,655840
-2.832254895940423,0.04,0.3591469004750252,0.00011274150301687769,0.0001906671450342401,0.0003,2212,-0.8558859300000001,1909,344,291.77,657488,657600
-1.6269785482436419,0.04,0.3494363855570555,0.00010889259283430874,0.00019175601210008608,0.0003,2216,-0.8526871999999999,1911,344,291.77,658288,658400
0.4030510950833559,0.04,0.3422460649162531,0.00011242138407396851,0.0001641882158764929,0.0003,2220,-0.8488225099999999,1913,344,291.77,659008,659120
1.7025925759226084,0.04,0.35665968619287014,0.00011221636714253691,0.00015217005193335353,0.0003,2224,-0.85971749,1917,344,291.77,660528,660640
1.6926399022340775,0.04,0.3507591001689434,0.00012180750536572305,0.00014950208833397483,0.0003,2228,-0.8526096399999998,1923,344,291.77,662288,662400
-1.8825720194727182,0.04,0.35190427862107754,0.0001096038035939273,0.00015647093459847383,0.0003,2232,-0.85896044,1925,344,291.77,663088,663200
-0.7361975181847811,0.04,0.3590892758220434,0.0001172081670119951,0.0001920885702020314,0.0003,2236,-0.8518822399999999,1927,344,291.77,663808,663920
-0.35641638189554214,0.04,0.3473236933350563,0.00010923743275270681,0.00016653180182402139,0.0003,2240,-0.8589005800000001,1931,344,291.77,665328,665440
-1.4919531606137753,0.04,0.34823837131261826,0.00010692230762288091,0.00018038739608527976,0.0003,2244,-0.8571396400000001,1936,344,291.77,667088,667200
2.6087894588708878,0.05,0.3474948015064001,0.00010254503104079049,0.0001977693955268478,0.0003,2248,-0.82876804,1938,344,290.2,667664,667776
0.5349932610988617,0.05,0.36766351386904716,0.00010780468255688902,0.00018559466661827173,0.0003,2252,-0.83427309,1940,344,290.2,668400,668512
-1.2773445937782526,0.05,0.3521795179694891,0.00010907941259574727,0.00016407785187766422,0.0003,2256,-0.8121137100000003,1944,344,291.34,669728,669840
-3.237833235412836,0.05,0.35879318974912167,0.00010448756029290962,0.00017100417426263448,0.0003,2260,-0.8128138,1950,344,291.34,671888,672000
-2.2811924554407597,0.05,0.3385108932852745,0.00010177572039538063,0.0001640804871385626,0.0003,2264,-0.80558514,1951,344,291.34,672304,672416
4.14957981556654,0.05,0.36111039854586124,0.00010608740649331594,0.0002002276887651533,0.0003,2268,-0.81205399,1954,344,291.34,673200,673312
-2.536174952983856,0.05,0.3440217860043049,0.00010339728714825469,0.00019732253031179425,0.0003,2272,-0.8131309400000001,1958,344,291.34,674528,674640
1.6672061383724213,0.04,0.35007771477103233,0.00010405584862382966,0.000166137730502669,0.0003,2276,-0.8537595600000002,1964,344,292.99,676688,676800
0.24446219019591808,0.04,0.35351026244461536,0.00010947307555397856,0.00015760600808789604,0.0003,2280,-0.8589990600000001,1965,344,292.99,677104,677216
0.14698687754571438,0.04,0.34944333136081696,0.00010810837284225272,0.00018525979066907894,0.0003,2284,-0.87447451,1968,344,292.99,678000,678112
-1.7697837762534618,0.04,0.3580907080322504,0.00010580100570223294,0.0002802044832606043,0.0003,2288,-0.8781513600000003,1972,344,292.99,679328,679440
-1.5753429047763348,0.04,0.3475386667996645,0.00011414679966037511,0.00014929240660421783,0.0003,2292,-0.8942013900000002,1978,344,292.99,681488,681600
-1.011347164399922,0.03,0.34377364069223404,0.00011038471711799502,0.0001877507420431357,0.0003,2296,-0.9125111100000001,1979,344,294.15,681904,682016
1.8520781584084034,0.03,0.3530124556273222,0.00011061338591389358,0.00015417100894410396,0.0003,2300,-0.90397247,1982,344,294.15,682800,682912
0.5249151661992073,0.03,0.34572053514420986,0.00010983135507558472,0.00020383590072015068,0.0003,2304,-0.90250781,1985,344,294.15,684128,684240
1.8849980179220438,0.05,0.35285392589867115,0.00011361895940353861,0.00015618879388057394,0.0003,2308,-0.8617753100000001,1988,344,291.62,684912,685024
-1.654721301048994,0.04,0.3499254733324051,0.00011292347653579782,0.00017514091950943111,0.0003,2312,-0.8519235900000001,1992,344,294.05,686304,686416
-1.0860294867306948,0.04,0.3325559124350548,0.00011043457288906211,0.0001476212701163604,0.0003,2316,-0.8540318,1996,344,294.05,687600,687712
-0.4894303232431412,0.04,0.34096633829176426,0.00010904342798312427,0.00015131638519960688,0.0003,2320,-0.84939158,1999,344,294.05,688928,689040
0.6195828206837177,0.04,0.33199814707040787,0.00010655443020368693,0.00016369760624002083,0.0003,2324,-0.84712094,2002,344,294.05,689712,689824
-0.49708544835448265,0.04,0.3541767839342356,0.0001088328563128016,0.00018810222354659345,0.0003,2328,-0.84992648,2006,344,294.05,691104,691216
-0.15838496387004852,0.05,0.35394877567887306,0.00011284181437076768,0.0001765193446772173,0.0003,2332,-0.8703206900000001,2009,344,293.04,692336,692448
-2.6047446876764297,0.05,0.34897846914827824,0.00010881422849706723,0.00019140343192702858,0.0003,2336,-0.86433229,2013,344,293.04,693728,693840
-0.3537365309894085,0.06,0.3477173149585724,0.00011085644291597418,0.0001665372951720201,0.0003,2340,-0.8347904399999999,2015,344,292.94,694512,694624
-1.868194106966257,0.07,0.34574052691459656,0.0001070650923793437,0.00023789136230334407,0.0003,2344,-0.82325794,2019,344,290.92,695888,696000
0.10263564251363277,0.06,0.352152643725276,0.00010916044948316994,0.0001799273627511866,0.0003,2348,-0.84725409,2023,344,292.49,697088,697200
-1.142406314611435,0.06,0.3472919315099716,0.00011905090877917246,0.00018561522165327915,0.0003,2352,-0.84963445,2025,344,292.49,697728,697840
-0.7979376595467329,0.05,0.3406800627708435,0.00010704077476475504,0.0001848524507295224,0.0003,2356,-0.87586419,2029,344,294.34,699312,699424
-0.9493307024240494,0.05,0.34448712319135666,0.0001094262056540174,0.00020589066116372123,0.0003,2360,-0.8717981499999999,2033,344,294.34,700688,700800
-1.1536589823663235,0.05,0.3396100476384163,0.00010662182512533036,0.00014634832632509642,0.0003,2364,-0.8708070199999999,2037,344,294.34,701888,702000
-0.9683997295796871,0.05,0.33144894428551197,0.00010536562876950484,0.00017488940784460283,0.0003,2368,-0.8622803299999999,2039,344,294.34,702528,702640
-0.38464129250496626,0.05,0.334171075373888,0.00010500675671210047,0.00023052011965774,0.0003,2372,-0.85779952,2043,344,294.34,704112,704224
-3.821759305894375,0.05,0.33830410800874233,0.00010921817238340736,0.00016247121266133036,0.0003,2376,-0.83001798,2047,344,294.34,705488,705600
2.9696029499173164,0.05,0.3247149083763361,0.00011232160841245786,0.00018445357454766054,0.0003,2380,-0.8262155600000001,2051,344,294.34,706688,706800
0.27269009314477444,0.05,0.34724229015409946,0.0001136059004238632,0.00020138215495535405,0.0003,2384,-0.81619551,2053,344,294.34,707328,707440
0.31246307119727135,0.05,0.334687914699316,0.00011227805362068466,0.00016572071581322234,0.0003,2388,-0.82079808,2057,344,294.34,708912,709024
1.3331919647753239,0.05,0.34161258675158024,0.0001112081286009925,0.000167964133197529,0.0003,2392,-0.81431206,2061,344,294.34,710288,710400
-2.4486918412148952,0.05,0.3388145100325346,0.0001161561012850143,0.00023196321899376926,0.0003,2396,-0.82005989,2065,344,294.34,711488,711600
-0.3303365968167782,0.05,0.34007553942501545,0.00011242306663916679,0.0001740387315294356,0.0003,2400,-0.82455598,2067,344,294.34,712128,712240
0.5409316457808018,0.05,0.3472171686589718,0.00010817063275680994,0.00018294062101631425,0.0003,2404,-0.8232295000000001,2071,344,294.34,713712,713824
1.8033149018883705,0.03,0.3491109535098076,0.00010660220141289756,0.00026719186917034676,0.0003,2408,-0.8663556999999998,2075,344,296.87,715088,715200
0.7784065660089254,0.03,0.3349130619317293,0.00010665084892025334,0.0001707626670395257,0.0003,2412,-0.8726772299999999,2079,344,296.87,716288,716400
0.5221312418580055,0.03,0.3430027384310961,0.00011294547857687576,0.0002274012504130951,0.0003,2416,-0.87360862,2081,344,296.87,716928,717040
-1.1385222114622593,0.03,0.3474703002721071,0.00011324851857352769,0.00018586804117148858,0.0003,2420,-0.8829296799999998,2086,344,296.87,718512,718624
-2.2038590162992477,0.03,0.32750076428055763,0.00011383130549802445,0.00023552944549010135,0.0003,2424,-0.8680726200000001,2090,344,296.87,719888,720000
1.9401555620133877,0.03,0.3368530757725239,0.00010873358769458719,0.00015988318773452193,0.0003,2428,-0.8664197400000002,2093,344,296.87,721088,721200
2.839021123945713,0.03,0.35126004181802273,0.00011012079130523489,0.0001569263299643353,0.0003,2432,-0.8335443000000001,2094,344,294.89,721424,721536
1.5487029273062944,0.03,0.35561917535960674,0.00010953518221867853,0.0001814875031413976,0.0003,2436,-0.8384021500000003,2098,344,294.89,722768,722880
0.4068818800151348,0.03,0.3390887938439846,0.00011198287347724545,0.00017724905410432257,0.0003,2440,-0.8539688800000002,2103,344,292.97,724544,724656
-1.1054830774664879,0.02,0.32666283659636974,0.00010507568367756903,0.00018503024966776138,0.0003,2444,-0.8588984400000002,2105,344,294.99,725104,725216
-1.1691145189106464,0.02,0.33952682465314865,0.00011074034819102963,0.00019372582573851105,0.0003,2448,-0.8502733100000001,2107,344,294.99,726000,726112
0.3960583359003067,0.03,0.33531208895146847,0.00010634434966050321,0.00020857111530858674,0.0003,2452,-0.8209187100000002,2111,344,293.04,727328,727440
0.25724392384290695,0.04,0.3287161663174629,0.00011028605149476789,0.00022068131329433527,0.0003,2456,-0.8184499899999998,2116,344,290.05,728976,729088
2.4433383233845234,0.05,0.33269014582037926,0.00011435650139901554,0.0002920128144978662,0.0003,2460,-0.8041576700000002,2117,344,288.17,729488,729600
-0.14770206436514854,0.05,0.33219635114073753,0.0001094079493668687,0.00021474642198882066,0.0003,2464,-0.8044809400000003,2121,344,288.17,730688,730800
1.4381879288703203,0.05,0.3315400034189224,0.00011165286514369654,0.00016314839058395592,0.0003,2468,-0.8096323000000001,2122,344,288.17,731024,731136
1.9798205140978098,0.05,0.3128131926059723,0.00011006906197508215,0.00016149600878634374,0.0003,2472,-0.8054276300000001,2130,344,288.17,733776,733888
-2.315770994871855,0.05,0.3177089262753725,0.00010987212999680196,0.00018442790815242915,0.0003,2476,-0.8129478400000001,2131,344,288.17,734288,734400
-1.7480320148169994,0.05,0.3325705472379923,0.00011007543344021542,0.00022257608452491695,0.0003,2480,-0.82512443,2135,344,288.17,735488,735600
2.8413018994033337,0.05,0.3366580903530121,0.00010922434330495889,0.00024198022856580792,0.0003,2484,-0.8229104700000001,2136,344,288.17,735824,735936
1.3168485201895237,0.05,0.3280891738831997,0.00010684148446671315,0.00020137681894993875,0.0003,2488,-0.8309127299999999,2144,344,288.17,738576,738688
-0.41919808462262154,0.05,0.33130513317883015,0.00010552954245213186,0.00017439880548408837,0.0003,2492,-0.8345295,2145,344,288.17,739088,739200
1.526219729334116,0.05,0.330787967890501,0.0001119478606597113,0.00016733324628148694,0.0003,2496,-0.8267330300000001,2149,344,288.17,740288,740400
0.06413103453814983,0.05,0.3324452359229326,0.00010910039645750658,0.00017866324833448743,0.0003,2500,-0.8252797,2150,344,288.17,740624,740736
1.407839510589838,0.06,0.31651934795081615,0.00011385253992557409,0.0002754680062935222,0.0003,2504,-0.81370973,2155,344,285.9,742512,742624
-1.3203278705477715,0.06,0.3215716704726219,0.0001151509236478887,0.000215624882002885,0.0003,2508,-0.80562731,2159,344,285.9,743888,744000
2.507918981835246,0.06,0.3363424073904753,0.00011724777459676261,0.00023623296647201641,0.0003,2512,-0.8122385099999998,2162,344,285.9,745088,745200
